,Chutes a gol 1,Chutes a gol 2,Impedimentos 1,Impedimentos 2,Escanteios 1,Escanteios 2,Chutes fora 1,Chutes fora 2,Faltas 1,Faltas 2,Cartões amarelos 1,Cartões amarelos 2,Cartões vermelhos 1,Cartões vermelhos 2,Cruzamentos 1,Cruzamentos 2,Laterais 1,Laterais 2,Chutes bloqueados 1,Chutes bloqueados 2,Contra-ataques 1,Contra-ataques 2,Gols 1,Gols 2,Tiro de meta 1,Tiro de meta 2,Tratamentos 1,Tratamentos 2,SubstituiÃ§Ãµes 1,SubstituiÃ§Ãµes 2,Tiros-livres 1,Tiros-livres 2,Defesas difÃ­ceis 1,Defesas difÃ­ceis 2,Posse 1(%),Posse 2(%),Time 1,Time 2,Position 1,Position 2,Time 1 x Time 2,Resultado Time 1,Position 1 Score,Position 2 Score
24543,3.0,2.0,0.0,3.0,7.0,2.0,8.0,3.0,6.0,12.0,3.0,1.0,0.0,0.0,17.0,13.0,23.0,14.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,16.0,1.0,2.0,3.0,3.0,15.0,6.0,1.0,2.0,66.0,34.0,253,56,4-2-3-1,4-4-1-1,5917,1,0.87,0.91
19695,7.0,8.0,3.0,2.0,8.0,5.0,5.0,4.0,12.0,4.0,3.0,1.0,0.0,0.0,17.0,9.0,17.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,8.0,10.0,3.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,37.0,63.0,87,31,4-2-3-1,4-3-3,1939,1,0.87,0.78
19132,3.0,0.0,2.0,1.0,8.0,0.0,9.0,2.0,17.0,14.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,16.0,2.0,2.0,1.0,1.0,2.0,0.0,6.0,10.0,1.0,2.0,3.0,3.0,15.0,19.0,0.0,1.0,65.0,35.0,31,38,4-3-3,4-5-1,697,0,0.78,0.95
25289,6.0,2.0,3.0,2.0,3.0,12.0,4.0,7.0,6.0,7.0,0.0,1.0,0.0,0.0,10.0,24.0,5.0,3.0,3.0,7.0,4.0,2.0,2.0,0.0,7.0,5.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,63.0,37.0,163,169,4-4-2,4-2-3-1,3675,0,0.9,0.87
12105,3.0,6.0,5.0,2.0,4.0,6.0,5.0,6.0,17.0,12.0,4.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,93,59,,,2059,1,,
21104,3.0,2.0,2.0,2.0,15.0,1.0,14.0,1.0,8.0,11.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,68.0,32.0,245,177,4-3-3,4-4-2,5726,0,0.78,0.9
4427,5.0,1.0,1.0,1.0,6.0,3.0,10.0,11.0,9.0,12.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,290,241,4-4-2,3-5-2,6791,0,0.9,0.85
8149,4.0,0.0,2.0,1.0,1.0,3.0,7.0,2.0,8.0,12.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,45,158,3-5-1-1,4-1-4-1,1000,1,0.89,0.93
4645,5.0,3.0,0.0,6.0,2.0,4.0,3.0,2.0,18.0,13.0,1.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,215,165,4-2-3-1,4-2-3-1,4994,0,0.87,0.87
15889,9.0,4.0,6.0,1.0,6.0,8.0,4.0,6.0,15.0,18.0,1.0,3.0,0.0,0.0,15.0,15.0,9.0,12.0,2.0,3.0,1.0,1.0,4.0,1.0,6.0,4.0,6.0,1.0,2.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,61,230,4-1-4-1,4-2-3-1,1381,0,0.93,0.87
3948,6.0,5.0,2.0,5.0,3.0,2.0,7.0,7.0,10.0,15.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,260,264,4-2-3-1,4-2-3-1,6076,1,0.87,0.87
16842,6.0,6.0,3.0,0.0,7.0,4.0,5.0,3.0,16.0,16.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,284,55,4-3-3,4-4-2,6643,1,0.78,0.9
22613,4.0,5.0,3.0,4.0,3.0,1.0,4.0,2.0,12.0,15.0,3.0,3.0,0.0,0.0,21.0,15.0,14.0,19.0,0.0,3.0,0.0,0.0,1.0,3.0,6.0,4.0,0.0,3.0,5.0,4.0,14.0,14.0,2.0,3.0,52.0,48.0,63,1,4-3-3,4-2-3-1,7341,1,0.78,0.87
16750,1.0,2.0,2.0,3.0,5.0,2.0,10.0,6.0,11.0,22.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,194,275,4-1-2-2-1,4-1-2-2-1,7277,0,0.91,0.91
22458,2.0,2.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,257,304,4-2-3-1,4-2-3-1,7345,1,0.87,0.87
22202,6.0,3.0,5.0,3.0,4.0,10.0,7.0,6.0,4.0,15.0,2.0,4.0,0.0,0.0,6.0,17.0,15.0,25.0,1.0,2.0,2.0,0.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,115,283,4-3-3,4-2-3-1,2668,0,0.78,0.87
24544,3.0,2.0,3.0,0.0,5.0,5.0,4.0,2.0,7.0,10.0,0.0,2.0,0.0,0.0,17.0,13.0,26.0,35.0,2.0,2.0,1.0,1.0,2.0,1.0,6.0,10.0,1.0,2.0,3.0,3.0,10.0,10.0,1.0,1.0,45.0,55.0,97,163,4-2-3-1,4-4-2,2175,0,0.87,0.9
10969,2.0,6.0,2.0,6.0,13.0,3.0,5.0,3.0,16.0,11.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,43.0,57.0,120,109,4-2-3-1,4-2-3-1,2740,1,0.87,0.87
36,6.0,1.0,3.0,0.0,4.0,1.0,3.0,0.0,7.0,22.0,0.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,4.0,3.0,14.0,14.0,2.0,3.0,72.0,28.0,128,170,3-4-3,4-4-2,2901,0,0.76,0.9
4253,0.0,1.0,0.0,0.0,0.0,0.0,6.0,5.0,16.0,0.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,234,44,4-3-3,4-3-3,5439,0,0.78,0.78
11118,5.0,3.0,1.0,2.0,3.0,3.0,7.0,5.0,25.0,17.0,3.0,4.0,0.0,0.0,14.0,13.0,6.0,8.0,0.0,3.0,0.0,0.0,2.0,0.0,9.0,8.0,3.0,8.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,37,174,4-2-3-1,4-2-3-1,843,0,0.87,0.87
12381,4.0,4.0,2.0,3.0,11.0,1.0,7.0,3.0,20.0,16.0,4.0,5.0,1.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,4.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,89,250,,,1992,1,,
5188,3.0,4.0,8.0,0.0,4.0,4.0,6.0,2.0,21.0,15.0,1.0,5.0,0.0,0.0,29.0,10.0,16.0,8.0,4.0,3.0,1.0,2.0,1.0,2.0,4.0,10.0,2.0,6.0,5.0,5.0,14.0,14.0,2.0,3.0,56.0,44.0,143,244,4-4-2,4-2-3-1,3200,1,0.9,0.87
18534,4.0,5.0,4.0,4.0,7.0,5.0,1.0,1.0,26.0,13.0,4.0,1.0,0.0,0.0,17.0,13.0,18.0,16.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,3.0,3.0,17.0,32.0,3.0,2.0,38.0,62.0,96,38,3-5-2,3-5-2,2130,1,0.85,0.85
16537,1.0,1.0,3.0,1.0,6.0,3.0,13.0,5.0,20.0,17.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,59.0,41.0,167,284,4-1-2-2-1,4-2-3-1,3809,0,0.91,0.87
1918,6.0,6.0,0.0,1.0,2.0,6.0,6.0,6.0,10.0,12.0,3.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,3.0,7.0,8.0,1.0,2.0,3.0,2.0,14.0,14.0,2.0,3.0,49.0,51.0,248,99,3-4-3,4-4-2,5788,1,0.76,0.9
17857,3.0,3.0,0.0,7.0,5.0,3.0,1.0,8.0,16.0,17.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,6.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,172,164,4-4-2,4-5-1,3916,0,0.9,0.95
24296,4.0,6.0,4.0,0.0,4.0,5.0,4.0,4.0,11.0,3.0,5.0,1.0,0.0,0.0,17.0,13.0,17.0,20.0,2.0,2.0,1.0,1.0,1.0,3.0,10.0,8.0,1.0,2.0,3.0,3.0,3.0,15.0,3.0,3.0,40.0,60.0,58,20,4-4-2,4-3-1-2,1271,1,0.9,0.88
16924,4.0,3.0,3.0,2.0,5.0,3.0,18.0,6.0,17.0,17.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,284,251,4-2-1-3,4-2-1-3,6663,0,0.79,0.79
4839,4.0,8.0,3.0,2.0,5.0,9.0,3.0,2.0,16.0,14.0,4.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,165,216,4-2-3-1,4-2-3-1,3737,1,0.87,0.87
9186,5.0,10.0,1.0,5.0,8.0,6.0,12.0,5.0,9.0,12.0,2.0,4.0,0.0,0.0,10.0,4.0,14.0,17.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,196,185,3-4-2-1,4-3-3,4532,1,0.82,0.78
13982,6.0,0.0,2.0,2.0,9.0,4.0,5.0,2.0,14.0,9.0,3.0,2.0,0.0,0.0,17.0,13.0,25.0,17.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,2.0,3.0,3.0,9.0,14.0,0.0,5.0,50.0,50.0,167,173,4-4-2,4-3-3,3792,1,0.9,0.78
23711,0.0,1.0,2.0,0.0,4.0,5.0,4.0,1.0,13.0,21.0,2.0,4.0,0.0,0.0,17.0,13.0,22.0,28.0,2.0,2.0,1.0,1.0,0.0,1.0,4.0,11.0,1.0,2.0,3.0,3.0,21.0,15.0,2.0,3.0,63.0,37.0,51,58,4-5-1,4-4-2,1119,1,0.95,0.9
25249,3.0,6.0,2.0,1.0,7.0,4.0,10.0,5.0,10.0,8.0,2.0,2.0,0.0,0.0,19.0,26.0,4.0,7.0,2.0,1.0,1.0,1.0,1.0,0.0,8.0,14.0,0.0,6.0,3.0,2.0,14.0,14.0,2.0,3.0,51.0,49.0,20,197,4-2-3-1,4-2-3-1,433,0,0.87,0.87
18202,2.0,6.0,0.0,2.0,3.0,9.0,7.0,1.0,14.0,7.0,2.0,1.0,0.0,0.0,17.0,13.0,17.0,14.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,9.0,14.0,4.0,1.0,43.0,57.0,136,228,3-5-2,4-3-3,3027,1,0.85,0.78
25093,6.0,0.0,1.0,1.0,9.0,3.0,8.0,3.0,9.0,12.0,1.0,2.0,0.0,0.0,20.0,13.0,10.0,4.0,4.0,4.0,1.0,0.0,2.0,0.0,1.0,13.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,178,296,4-2-3-1,4-2-3-1,4112,0,0.87,0.87
9048,3.0,3.0,2.0,3.0,6.0,2.0,8.0,3.0,6.0,9.0,0.0,1.0,0.0,0.0,10.0,8.0,7.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,72,277,4-3-2-1,3-5-1-1,1662,1,0.9,0.89
26128,11.0,2.0,2.0,0.0,7.0,5.0,12.0,1.0,5.0,6.0,0.0,1.0,0.0,0.0,16.0,15.0,6.0,4.0,0.0,3.0,1.0,1.0,4.0,0.0,7.0,11.0,3.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,253,197,4-2-3-1,4-2-3-1,5932,0,0.87,0.87
3364,9.0,3.0,2.0,0.0,7.0,3.0,14.0,6.0,7.0,13.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,52,243,4-3-3,4-4-2,1155,0,0.78,0.9
25658,7.0,5.0,4.0,0.0,3.0,3.0,3.0,4.0,15.0,13.0,4.0,1.0,0.0,0.0,17.0,7.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,3.0,7.0,5.0,1.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,137,197,4-4-2,4-2-3-1,3049,1,0.9,0.87
3354,4.0,6.0,3.0,2.0,6.0,9.0,8.0,11.0,15.0,13.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,234,243,4-3-3,4-4-2,5449,0,0.78,0.9
24970,11.0,3.0,5.0,2.0,9.0,3.0,8.0,5.0,13.0,14.0,3.0,2.0,0.0,0.0,33.0,5.0,22.0,6.0,8.0,0.0,0.0,0.0,1.0,2.0,7.0,14.0,3.0,7.0,3.0,3.0,14.0,14.0,2.0,3.0,65.0,35.0,71,78,3-4-2-1,4-2-3-1,1606,1,0.82,0.87
8794,2.0,0.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,249,70,4-4-2,4-4-2,7270,0,0.9,0.9
5978,6.0,3.0,0.0,2.0,10.0,7.0,3.0,5.0,10.0,11.0,2.0,2.0,1.0,0.0,17.0,13.0,18.0,24.0,2.0,2.0,1.0,1.0,0.0,2.0,6.0,9.0,1.0,2.0,3.0,3.0,13.0,10.0,1.0,5.0,52.0,48.0,233,277,4-2-3-1,3-5-2,5436,1,0.87,0.85
11757,2.0,2.0,3.0,1.0,3.0,3.0,4.0,4.0,13.0,19.0,2.0,4.0,0.0,0.0,8.0,22.0,7.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,6.0,4.0,3.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,150,273,4-2-3-1,4-2-3-1,3397,1,0.87,0.87
11582,4.0,5.0,0.0,2.0,4.0,3.0,5.0,6.0,12.0,15.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,45.0,55.0,113,16,,,2572,1,,
18479,4.0,2.0,0.0,5.0,6.0,3.0,4.0,3.0,13.0,16.0,5.0,3.0,0.0,0.0,17.0,13.0,17.0,25.0,2.0,2.0,1.0,1.0,1.0,1.0,6.0,7.0,1.0,2.0,3.0,3.0,21.0,13.0,1.0,3.0,54.0,46.0,245,25,4-3-3,4-4-2,5708,1,0.78,0.9
17668,1.0,3.0,3.0,0.0,3.0,5.0,11.0,5.0,12.0,16.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,1.0,1.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,173,251,4-3-3,4-5-1,3968,1,0.78,0.95
14194,6.0,3.0,2.0,2.0,6.0,5.0,3.0,2.0,6.0,11.0,1.0,1.0,0.0,0.0,17.0,13.0,5.0,7.0,2.0,2.0,1.0,1.0,2.0,3.0,6.0,11.0,1.0,2.0,3.0,3.0,11.0,6.0,0.0,4.0,53.0,47.0,47,263,4-3-3,4-3-1-2,1076,1,0.78,0.88
16214,5.0,4.0,7.0,6.0,5.0,4.0,9.0,3.0,11.0,11.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,33,98,4-2-3-1,4-3-3,755,0,0.87,0.78
23702,5.0,2.0,3.0,1.0,9.0,4.0,4.0,0.0,9.0,14.0,1.0,2.0,0.0,0.0,17.0,13.0,20.0,26.0,2.0,2.0,1.0,1.0,0.0,1.0,6.0,7.0,1.0,2.0,3.0,3.0,15.0,12.0,1.0,5.0,67.0,33.0,71,51,4-2-3-1,4-3-2-1,1602,1,0.87,0.9
14402,3.0,5.0,3.0,1.0,6.0,5.0,2.0,3.0,13.0,14.0,2.0,1.0,0.0,0.0,17.0,13.0,19.0,23.0,2.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,3.0,3.0,15.0,16.0,4.0,2.0,47.0,53.0,183,230,4-3-3,4-2-3-1,4231,1,0.78,0.87
4999,9.0,1.0,2.0,0.0,4.0,2.0,5.0,5.0,11.0,16.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,61.0,39.0,205,303,4-2-3-1,4-2-3-1,4763,0,0.87,0.87
7529,10.0,3.0,0.0,3.0,3.0,7.0,5.0,6.0,17.0,22.0,4.0,1.0,0.0,0.0,12.0,19.0,13.0,9.0,0.0,5.0,1.0,1.0,4.0,1.0,5.0,7.0,8.0,6.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,65,114,4-4-1-1,3-5-2,7261,0,0.91,0.85
22125,4.0,4.0,3.0,4.0,7.0,7.0,5.0,7.0,8.0,7.0,1.0,1.0,0.0,0.0,13.0,12.0,17.0,18.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,55.0,45.0,283,229,4-1-2-1-2,4-2-3-1,6629,0,0.89,0.87
21923,5.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,13.0,12.0,2.0,4.0,0.0,0.0,17.0,20.0,20.0,21.0,1.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,82,131,5-4-1,4-2-3-1,7336,0,0.98,0.87
26932,1.0,7.0,2.0,2.0,4.0,7.0,6.0,7.0,9.0,4.0,4.0,0.0,0.0,0.0,12.0,5.0,4.0,8.0,1.0,2.0,1.0,1.0,0.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,39.0,61.0,200,169,4-2-3-1,4-2-3-1,4655,1,0.87,0.87
3510,4.0,5.0,1.0,0.0,2.0,5.0,9.0,6.0,19.0,21.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,2.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,243,274,4-4-2,3-5-1-1,5670,0,0.9,0.89
2052,7.0,4.0,0.0,2.0,3.0,7.0,3.0,5.0,10.0,18.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,204,279,3-4-2-1,4-4-2,4740,0,0.82,0.9
8714,2.0,1.0,8.0,0.0,6.0,7.0,8.0,7.0,6.0,18.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,60.0,40.0,196,249,3-4-1-2,3-5-1-1,4540,0,0.84,0.89
896,7.0,3.0,4.0,3.0,13.0,5.0,6.0,4.0,11.0,14.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,128,118,4-4-2,4-3-3,2896,0,0.9,0.78
22026,3.0,1.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,96,229,4-1-2-1-2,4-2-3-1,2150,0,0.89,0.87
10477,7.0,2.0,0.0,3.0,8.0,6.0,3.0,3.0,20.0,10.0,2.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,5.0,1.0,7.0,8.0,1.0,2.0,5.0,5.0,14.0,14.0,2.0,3.0,56.0,44.0,145,113,4-1-4-1,4-2-3-1,7259,0,0.93,0.87
18975,4.0,0.0,1.0,0.0,3.0,10.0,9.0,2.0,13.0,18.0,3.0,2.0,0.0,0.0,17.0,13.0,24.0,26.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,15.0,1.0,2.0,3.0,3.0,18.0,14.0,0.0,2.0,48.0,52.0,9,166,4-3-3,3-5-2,197,0,0.78,0.85
12552,2.0,4.0,1.0,0.0,2.0,6.0,10.0,9.0,19.0,24.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,153,112,,,3446,1,,
7863,8.0,6.0,6.0,1.0,8.0,5.0,5.0,3.0,12.0,11.0,3.0,3.0,0.0,0.0,16.0,26.0,7.0,7.0,2.0,5.0,3.0,1.0,2.0,2.0,7.0,10.0,0.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,39.0,61.0,277,103,3-5-1-1,3-5-2,6501,1,0.89,0.85
2445,5.0,5.0,2.0,1.0,6.0,7.0,4.0,12.0,15.0,6.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,35.0,65.0,281,286,3-4-2-1,3-4-3,7275,0,0.82,0.76
12045,4.0,2.0,1.0,1.0,9.0,2.0,6.0,3.0,13.0,25.0,2.0,6.0,0.0,0.0,37.0,7.0,9.0,6.0,2.0,1.0,0.0,5.0,1.0,1.0,4.0,9.0,3.0,5.0,3.0,3.0,14.0,14.0,2.0,3.0,71.0,29.0,37,232,4-4-2,4-4-2,847,1,0.9,0.9
12972,5.0,4.0,0.0,3.0,4.0,0.0,5.0,2.0,10.0,11.0,3.0,2.0,0.0,0.0,5.0,6.0,12.0,14.0,1.0,0.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,150,101,4-4-2,4-4-2,3379,0,0.9,0.9
8577,7.0,4.0,8.0,0.0,4.0,5.0,7.0,5.0,15.0,15.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,143,103,3-5-2,3-5-2,3185,0,0.85,0.85
6874,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,92,138,4-3-1-2,4-2-3-1,2040,1,0.88,0.87
14942,6.0,1.0,2.0,2.0,5.0,1.0,3.0,2.0,19.0,11.0,1.0,2.0,0.0,0.0,17.0,13.0,14.0,19.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,8.0,1.0,2.0,3.0,3.0,13.0,21.0,1.0,4.0,54.0,46.0,47,183,4-3-3,4-2-3-1,1063,0,0.78,0.87
6508,2.0,4.0,4.0,3.0,3.0,8.0,4.0,7.0,21.0,11.0,2.0,4.0,0.0,0.0,17.0,13.0,24.0,23.0,2.0,2.0,1.0,1.0,1.0,1.0,10.0,8.0,1.0,2.0,3.0,3.0,14.0,25.0,3.0,1.0,42.0,58.0,103,23,4-2-3-1,3-4-3,2321,1,0.87,0.76
19555,3.0,1.0,2.0,2.0,6.0,4.0,7.0,6.0,14.0,12.0,2.0,4.0,0.0,0.0,20.0,9.0,12.0,7.0,1.0,1.0,0.0,4.0,2.0,1.0,6.0,10.0,2.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,51.0,49.0,283,9,4-3-3,4-4-2,6602,0,0.78,0.9
12568,9.0,7.0,1.0,3.0,7.0,6.0,11.0,11.0,15.0,12.0,2.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,250,112,,,5848,0,,
24239,2.0,4.0,4.0,5.0,3.0,5.0,5.0,7.0,5.0,11.0,1.0,3.0,0.0,0.0,17.0,13.0,13.0,18.0,2.0,2.0,1.0,1.0,2.0,1.0,11.0,9.0,1.0,2.0,3.0,3.0,16.0,9.0,3.0,1.0,38.0,62.0,302,179,3-5-2,4-3-3,7082,0,0.85,0.78
